src;num_pages;page_id;page_width;page_height;id;col;row;width;height;x1;y1;x2;y2;x3;y3;x4;y4;contents;contents_masked;correctclass;tag;description
materielnet-135.tiff;1;1;2480;3508;25778;91;46;235;43;91;46;326;46;326;89;91;89;ORCHESTRA;AAAAAAAAA;SN;SUPPLIER_NAME;Seller/Company) name
materielnet-135.tiff;1;1;2480;3508;25779;337;46;216;43;337;46;553;46;553;89;337;89;PREMAMAN;AAAAAAAA;SN;SUPPLIER_NAME;Seller/Company) name
materielnet-135.tiff;1;1;2480;3508;25780;91;97;50;43;91;97;141;97;141;140;91;140;AV;AA;SA;SUPPLIER_ADDRESS;Seller Address
materielnet-135.tiff;1;1;2480;3508;25781;152;97;52;43;152;97;204;97;204;140;152;140;DE;AA;SA;SUPPLIER_ADDRESS;Seller Address
materielnet-135.tiff;1;1;2480;3508;25782;214;97;202;43;214;97;416;97;416;140;214;140;MERIGNAC;AAAAAAAA;SA;SUPPLIER_ADDRESS;Seller Address
materielnet-135.tiff;1;1;2480;3508;25783;91;149;104;43;91;149;195;149;195;192;91;192;33700;NNNNN;SA;SUPPLIER_ADDRESS;Seller Address
materielnet-135.tiff;1;1;2480;3508;25784;206;149;0;43;206;149;206;149;206;192;206;192;;;SA;SUPPLIER_ADDRESS;Seller Address
materielnet-135.tiff;1;1;2480;3508;25785;216;149;202;43;216;149;418;149;418;192;216;192;MERIGNAC;AAAAAAAA;SA;SUPPLIER_ADDRESS;Seller Address
materielnet-135.tiff;1;1;2480;3508;25790;1141;187;177;43;1141;187;1318;187;1318;230;1141;230;FACTURE;AAAAAAA;undefined;OTHER;OTHER
materielnet-135.tiff;1;1;2480;3508;25791;1329;187;42;43;1329;187;1371;187;1371;230;1329;230;N°;AS;undefined;OTHER;OTHER
materielnet-135.tiff;1;1;2480;3508;25792;1381;187;256;43;1381;187;1637;187;1637;230;1381;230;FV2013000766;AANNNNNNNNNN;IN;INVOICE_NUMBER;Invoice Number
materielnet-135.tiff;1;1;2480;3508;25793;1638;187;0;43;1638;187;1638;187;1638;230;1638;230;;;undefined;OTHER;OTHER
materielnet-135.tiff;1;1;2480;3508;25794;1648;187;12;43;1648;187;1660;187;1660;230;1648;230;-;S;undefined;OTHER;OTHER
