src;num_pages;page_id;page_width;page_height;id;col;row;width;height;x1;y1;x2;y2;x3;y3;x4;y4;contents;contents_masked;correctclass;tag;description
materielnet-201.tiff;1;1;2480;3508;37685;91;46;81;43;91;46;172;46;172;89;91;89;ECO;AAA;SN;SUPPLIER_NAME;Seller/Company) name
materielnet-201.tiff;1;1;2480;3508;37686;183;46;108;43;183;46;291;46;291;89;183;89;ROOF;AAAA;SN;SUPPLIER_NAME;Seller/Company) name
materielnet-201.tiff;1;1;2480;3508;37687;302;46;143;43;302;46;445;46;445;89;302;89;DESIGN;AAAAAA;SN;SUPPLIER_NAME;Seller/Company) name
materielnet-201.tiff;1;1;2480;3508;37688;91;97;20;43;91;97;111;97;111;140;91;140;6;N;SA;SUPPLIER_ADDRESS;Seller Address
materielnet-201.tiff;1;1;2480;3508;37689;122;97;79;43;122;97;201;97;201;140;122;140;RUE;AAA;SA;SUPPLIER_ADDRESS;Seller Address
materielnet-201.tiff;1;1;2480;3508;37690;212;97;141;43;212;97;353;97;353;140;212;140;VICTOR;AAAAAA;SA;SUPPLIER_ADDRESS;Seller Address
materielnet-201.tiff;1;1;2480;3508;37691;364;97;112;43;364;97;476;97;476;140;364;140;HUGO;AAAA;SA;SUPPLIER_ADDRESS;Seller Address
materielnet-201.tiff;1;1;2480;3508;37692;91;149;104;43;91;149;195;149;195;192;91;192;94140;NNNNN;SA;SUPPLIER_ADDRESS;Seller Address
materielnet-201.tiff;1;1;2480;3508;37693;206;149;0;43;206;149;206;149;206;192;206;192;;;SA;SUPPLIER_ADDRESS;Seller Address
materielnet-201.tiff;1;1;2480;3508;37694;216;149;250;43;216;149;466;149;466;192;216;192;ALFORTVILLE;AAAAAAAAAAA;SA;SUPPLIER_ADDRESS;Seller Address
materielnet-201.tiff;1;1;2480;3508;37699;1141;187;42;43;1141;187;1183;187;1183;230;1141;230;N°;AS;undefined;OTHER;OTHER
