src;num_pages;page_id;page_width;page_height;id;col;row;width;height;x1;y1;x2;y2;x3;y3;x4;y4;contents;contents_masked;correctclass;tag;description
amazon-60.tiff;1;1;2480;3508;10959;104;133;87;43;104;133;191;133;191;176;104;176;Page;AAAA;undefined;OTHER;OTHER
amazon-60.tiff;1;1;2480;3508;10960;202;133;20;43;202;133;222;133;222;176;202;176;1;N;undefined;OTHER;OTHER
amazon-60.tiff;1;1;2480;3508;10961;233;133;31;43;233;133;264;133;264;176;233;176;of;AA;undefined;OTHER;OTHER
amazon-60.tiff;1;1;2480;3508;10962;275;133;31;43;275;133;306;133;306;176;275;176;1,;NS;undefined;OTHER;OTHER
amazon-60.tiff;1;1;2480;3508;10963;316;133;85;43;316;133;401;133;401;176;316;176;1-1/1;NSNSN;undefined;OTHER;OTHER
amazon-60.tiff;1;1;2480;3508;10958;1240;133;862;325;1240;133;2102;133;2102;458;1240;458;DMmZXznqN /-1 of 1 -// std-in-remote;AAAAAAAAASSSNSAASNSSSSSAAASAASAAAAAA;img;IMAGE;Image
amazon-60.tiff;1;1;2480;3508;10964;104;176;118;43;104;176;222;176;222;219;104;219;Invoice;AAAAAAA;undefined;OTHER;OTHER
amazon-60.tiff;1;1;2480;3508;10965;233;176;43;43;233;176;276;176;276;219;233;219;for;AAA;undefined;OTHER;OTHER
amazon-60.tiff;1;1;2480;3508;10966;287;176;166;43;287;176;453;176;453;219;287;219;63732945;NNNNNNNN;undefined;OTHER;OTHER
amazon-60.tiff;1;1;2480;3508;10967;464;176;60;43;464;176;524;176;524;219;464;219;sep;AAA;undefined;OTHER;OTHER
amazon-60.tiff;1;1;2480;3508;10968;535;176;31;43;535;176;566;176;566;219;535;219;3,;NS;undefined;OTHER;OTHER
amazon-60.tiff;1;1;2480;3508;10969;577;176;83;43;577;176;660;176;660;219;577;219;2006;NNNN;undefined;OTHER;OTHER
amazon-60.tiff;1;1;2480;3508;10970;104;220;113;49;104;220;217;220;217;269;104;269;Retail;AAAAAA;undefined;OTHER;OTHER
amazon-60.tiff;1;1;2480;3508;10971;229;220;11;49;229;220;240;220;240;269;229;269;/;S;undefined;OTHER;OTHER
amazon-60.tiff;1;1;2480;3508;10972;252;220;215;49;252;220;467;220;467;269;252;269;TaxInvoice;AAAAAAAAAA;undefined;OTHER;OTHER
amazon-60.tiff;1;1;2480;3508;10973;479;220;11;49;479;220;490;220;490;269;479;269;/;S;undefined;OTHER;OTHER
amazon-60.tiff;1;1;2480;3508;10974;502;220;101;49;502;220;603;220;603;269;502;269;Cash;AAAA;undefined;OTHER;OTHER
amazon-60.tiff;1;1;2480;3508;10975;615;220;273;49;615;220;888;220;888;269;615;269;Memorandum;AAAAAAAAAA;undefined;OTHER;OTHER
amazon-60.tiff;1;1;2480;3508;10976;104;337;90;49;104;337;194;337;194;386;104;386;Sold;AAAA;undefined;OTHER;OTHER
amazon-60.tiff;1;1;2480;3508;10977;206;337;53;49;206;337;259;337;259;386;206;386;By;AA;undefined;OTHER;OTHER
