src;num_pages;page_id;page_width;page_height;id;col;row;width;height;x1;y1;x2;y2;x3;y3;x4;y4;contents;contents_masked;correctclass;tag;description
amazon-31.tiff;1;1;2480;3508;5465;104;133;87;43;104;133;191;133;191;176;104;176;Page;AAAA;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5466;202;133;20;43;202;133;222;133;222;176;202;176;1;N;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5467;233;133;31;43;233;133;264;133;264;176;233;176;of;AA;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5468;275;133;31;43;275;133;306;133;306;176;275;176;1,;NS;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5469;316;133;85;43;316;133;401;133;401;176;316;176;1-1/1;NSNSN;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5464;1240;133;862;325;1240;133;2102;133;2102;458;1240;458;DMmZXznqN /-1 of 1 -// std-in-remote;AAAAAAAAASSSNSAASNSSSSSAAASAASAAAAAA;img;IMAGE;Image
amazon-31.tiff;1;1;2480;3508;5470;104;176;118;43;104;176;222;176;222;219;104;219;Invoice;AAAAAAA;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5471;233;176;43;43;233;176;276;176;276;219;233;219;for;AAA;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5472;287;176;158;43;287;176;445;176;445;219;287;219;INV-9937;AAASNNNN;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5473;456;176;62;43;456;176;518;176;518;219;456;219;ene;AAA;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5474;529;176;52;43;529;176;581;176;581;219;529;219;17,;NNS;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5475;591;176;83;43;591;176;674;176;674;219;591;219;2006;NNNN;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5476;104;220;113;49;104;220;217;220;217;269;104;269;Retail;AAAAAA;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5477;229;220;11;49;229;220;240;220;240;269;229;269;/;S;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5478;252;220;215;49;252;220;467;220;467;269;252;269;TaxInvoice;AAAAAAAAAA;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5479;479;220;11;49;479;220;490;220;490;269;479;269;/;S;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5480;502;220;101;49;502;220;603;220;603;269;502;269;Cash;AAAA;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5481;615;220;273;49;615;220;888;220;888;269;615;269;Memorandum;AAAAAAAAAA;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5482;104;337;90;49;104;337;194;337;194;386;104;386;Sold;AAAA;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5483;206;337;53;49;206;337;259;337;259;386;206;386;By;AA;undefined;OTHER;OTHER
amazon-31.tiff;1;1;2480;3508;5484;104;383;54;43;104;383;158;383;158;426;104;426;GK;AA;SN;SUPPLIER_NAME;Seller/Company) name
amazon-31.tiff;1;1;2480;3508;5485;168;383;100;43;168;383;268;383;268;426;168;426;Uomo;AAAA;SN;SUPPLIER_NAME;Seller/Company) name
amazon-31.tiff;1;1;2480;3508;5486;104;424;41;43;104;424;145;424;145;467;104;467;38;NN;SA;SUPPLIER_ADDRESS;Seller Address
amazon-31.tiff;1;1;2480;3508;5487;156;424;79;43;156;424;235;424;235;467;156;467;RUE;AAA;SA;SUPPLIER_ADDRESS;Seller Address
amazon-31.tiff;1;1;2480;3508;5488;245;424;191;43;245;424;436;424;436;467;245;467;RIEUSSEC;AAAAAAAA;SA;SUPPLIER_ADDRESS;Seller Address
amazon-31.tiff;1;1;2480;3508;5489;104;466;104;43;104;466;208;466;208;509;104;509;78220;NNNNN;SA;SUPPLIER_ADDRESS;Seller Address
amazon-31.tiff;1;1;2480;3508;5490;218;466;185;43;218;466;403;466;403;509;218;509;VIROFLAY;AAAAAAAA;SA;SUPPLIER_ADDRESS;Seller Address
amazon-31.tiff;1;1;2480;3508;5491;104;633;143;43;104;633;247;633;247;676;104;676;VAT/TIN;AAASAAA;SVAT;SUPPLIER_VAT;Seller Vat Number/TVA
amazon-31.tiff;1;1;2480;3508;5492;258;633;133;43;258;633;391;633;391;676;258;676;Number;AAAAAA;SVAT;SUPPLIER_VAT;Seller Vat Number/TVA
amazon-31.tiff;1;1;2480;3508;5493;402;633;49;43;402;633;451;633;451;676;402;676;FR;AA;SVAT;SUPPLIER_VAT;Seller Vat Number/TVA
amazon-31.tiff;1;1;2480;3508;5494;462;633;41;43;462;633;503;633;503;676;462;676;73;NN;SVAT;SUPPLIER_VAT;Seller Vat Number/TVA
amazon-31.tiff;1;1;2480;3508;5495;514;633;62;43;514;633;576;633;576;676;514;676;537;NNN;SVAT;SUPPLIER_VAT;Seller Vat Number/TVA
amazon-31.tiff;1;1;2480;3508;5496;587;633;62;43;587;633;649;633;649;676;587;676;258;NNN;SVAT;SUPPLIER_VAT;Seller Vat Number/TVA
