src;num_pages;page_id;page_width;page_height;id;col;row;width;height;x1;y1;x2;y2;x3;y3;x4;y4;contents;contents_masked;correctclass;tag;description
invoice-2139.tiff;1;1;2480;3508;263040;124;62;98;175;124;62;222;62;222;237;124;237;common/logo;AAAAAASAAAA;img;IMAGE;Image
invoice-2139.tiff;1;1;2480;3508;263041;750;237;240;48;750;237;990;237;990;285;750;285;INDIVISION;AAAAAAAAAA;SN;SUPPLIER_NAME;Seller/Company) name
invoice-2139.tiff;1;1;2480;3508;263042;1001;237;245;48;1001;237;1246;237;1246;285;1001;285;BENAHMED;AAAAAAAA;SN;SUPPLIER_NAME;Seller/Company) name
invoice-2139.tiff;1;1;2480;3508;263043;750;285;20;45;750;285;770;285;770;330;750;330;9;N;SA;SUPPLIER_ADDRESS;Seller Address
invoice-2139.tiff;1;1;2480;3508;263044;781;285;83;45;781;285;864;285;864;330;781;330;CHE;AAA;SA;SUPPLIER_ADDRESS;Seller Address
invoice-2139.tiff;1;1;2480;3508;263045;874;285;55;45;874;285;929;285;929;330;874;330;DE;AA;SA;SUPPLIER_ADDRESS;Seller Address
invoice-2139.tiff;1;1;2480;3508;263046;940;285;104;45;940;285;1044;285;1044;330;940;330;TOUS;AAAA;SA;SUPPLIER_ADDRESS;Seller Address
invoice-2139.tiff;1;1;2480;3508;263047;1055;285;122;45;1055;285;1177;285;1177;330;1055;330;VENTS;AAAAA;SA;SUPPLIER_ADDRESS;Seller Address
invoice-2139.tiff;1;1;2480;3508;263048;1186;285;13;45;1186;285;1199;285;1199;330;1186;330;-;S;SA;SUPPLIER_ADDRESS;Seller Address
invoice-2139.tiff;1;1;2480;3508;263049;1210;285;104;45;1210;285;1314;285;1314;330;1210;330;16000;NNNNN;SA;SUPPLIER_ADDRESS;Seller Address
invoice-2139.tiff;1;1;2480;3508;263050;1333;285;252;45;1333;285;1585;285;1585;330;1333;330;ANGOULEME;AAAAAAAAA;SA;SUPPLIER_ADDRESS;Seller Address
invoice-2139.tiff;1;1;2480;3508;263051;750;331;74;45;750;331;824;331;824;376;750;376;VAT;AAA;undefined;OTHER;OTHER
invoice-2139.tiff;1;1;2480;3508;263052;834;331;134;45;834;331;968;331;968;376;834;376;Number;AAAAAA;undefined;OTHER;OTHER
invoice-2139.tiff;1;1;2480;3508;263053;985;331;50;45;985;331;1035;331;1035;376;985;376;FR;AA;SVAT;SUPPLIER_VAT;Seller Vat Number/TVA
invoice-2139.tiff;1;1;2480;3508;263054;1046;331;41;45;1046;331;1087;331;1087;376;1046;376;50;NN;SVAT;SUPPLIER_VAT;Seller Vat Number/TVA
invoice-2139.tiff;1;1;2480;3508;263055;1098;331;62;45;1098;331;1160;331;1160;376;1098;376;094;NNN;SVAT;SUPPLIER_VAT;Seller Vat Number/TVA
invoice-2139.tiff;1;1;2480;3508;263056;1171;331;62;45;1171;331;1233;331;1233;376;1171;376;997;NNN;SVAT;SUPPLIER_VAT;Seller Vat Number/TVA
invoice-2139.tiff;1;1;2480;3508;263057;1244;331;62;45;1244;331;1306;331;1306;376;1244;376;771;NNN;SVAT;SUPPLIER_VAT;Seller Vat Number/TVA
invoice-2139.tiff;1;1;2480;3508;263058;750;377;106;45;750;377;856;377;856;422;750;422;Phone;AAAAA;undefined;OTHER;OTHER
invoice-2139.tiff;1;1;2480;3508;263059;881;377;249;45;881;377;1130;377;1130;422;881;422;06.61.63.89.93;NNSNNSNNSNNSNN;SCN;SUPPLIER_CONTACT_NUMBER;Seller Contact Number
invoice-2139.tiff;1;1;2480;3508;263060;1173;377;64;45;1173;377;1237;377;1237;422;1173;422;Fax;AAA;undefined;OTHER;OTHER
invoice-2139.tiff;1;1;2480;3508;263061;1262;377;249;45;1262;377;1511;377;1511;422;1262;422;06.61.63.30.32;NNSNNSNNSNNSNN;SFAX;SUPPLIER_FAX_NUMBER;Seller Fax Number
invoice-2139.tiff;1;1;2480;3508;263071;1541;607;180;57;1541;607;1721;607;1721;664;1541;664;Delivery;AAAAAAAA;undefined;OTHER;OTHER
invoice-2139.tiff;1;1;2480;3508;263072;1734;607;175;57;1734;607;1909;607;1909;664;1734;664;Address;AAAAAAA;undefined;OTHER;OTHER
invoice-2139.tiff;1;1;2480;3508;263062;124;664;92;48;124;664;216;664;216;712;124;712;Meta;AAAA;BN;BILLING_NAME;Billing Name
invoice-2139.tiff;1;1;2480;3508;263063;227;664;162;48;227;664;389;664;389;712;227;712;Johnston;AAAAAAAA;BN;BILLING_NAME;Billing Name
invoice-2139.tiff;1;1;2480;3508;263073;1541;664;92;48;1541;664;1633;664;1633;712;1541;712;Meta;AAAA;SHN;SHIPPING_NAME;Shipping Name
invoice-2139.tiff;1;1;2480;3508;263074;1644;664;162;48;1644;664;1806;664;1806;712;1644;712;Johnston;AAAAAAAA;SHN;SHIPPING_NAME;Shipping Name
invoice-2139.tiff;1;1;2480;3508;263064;124;712;31;45;124;712;155;712;155;757;124;757;9,;NS;BA;BILLING_ADDRESS;Billing Address
invoice-2139.tiff;1;1;2480;3508;263065;166;712;55;45;166;712;221;712;221;757;166;757;rue;AAA;BA;BILLING_ADDRESS;Billing Address
invoice-2139.tiff;1;1;2480;3508;263066;232;712;55;45;232;712;287;712;287;757;232;757;des;AAA;BA;BILLING_ADDRESS;Billing Address
invoice-2139.tiff;1;1;2480;3508;263067;298;712;113;45;298;712;411;712;411;757;298;757;filioles;AAAAAAAA;BA;BILLING_ADDRESS;Billing Address
invoice-2139.tiff;1;1;2480;3508;263075;1541;712;31;45;1541;712;1572;712;1572;757;1541;757;9,;NS;SHA;SHIPPING_ADDRESS;Shipping Address
invoice-2139.tiff;1;1;2480;3508;263076;1583;712;55;45;1583;712;1638;712;1638;757;1583;757;rue;AAA;SHA;SHIPPING_ADDRESS;Shipping Address
invoice-2139.tiff;1;1;2480;3508;263077;1649;712;55;45;1649;712;1704;712;1704;757;1649;757;des;AAA;SHA;SHIPPING_ADDRESS;Shipping Address
invoice-2139.tiff;1;1;2480;3508;263078;1715;712;113;45;1715;712;1828;712;1828;757;1715;757;filioles;AAAAAAAA;SHA;SHIPPING_ADDRESS;Shipping Address
invoice-2139.tiff;1;1;2480;3508;263068;124;758;104;45;124;758;228;758;228;803;124;803;13670;NNNNN;BA;BILLING_ADDRESS;Billing Address
invoice-2139.tiff;1;1;2480;3508;263069;270;758;210;45;270;758;480;758;480;803;270;803;Saint-Andiol;AAAAASAAAAAA;BA;BILLING_ADDRESS;Billing Address
invoice-2139.tiff;1;1;2480;3508;263079;1541;758;104;45;1541;758;1645;758;1645;803;1541;803;13670;NNNNN;SHA;SHIPPING_ADDRESS;Shipping Address
